ATIVO,NOME_EMPRESA,TIPO,QTD_TEORICA,PORC_PART,setor,sub_setor,segmento,REDUTOR,PROPORCAO_QTD,DATA_REF,DATE_UPDATE,CARTEIRA_TEORICA
ENEV3,ENEVA,ON      NM,291944091,0.209,utilidade_publica,energia_eletrica,energia_eletrica,763783510.1276491,0.3822340848275294,2024-02-05,2024-02-05,CARTEIRA_TEORICA_B3_ICO2
EGIE3,ENGIE BRASIL,ON      NM,210509420,0.474,utilidade_publica,energia_eletrica,energia_eletrica,763783510.1276491,0.27561398905406864,2024-02-05,2024-02-05,CARTEIRA_TEORICA_B3_ICO2
EZTC3,EZTEC,ON      NM,734465876,0.646,consumo_ciclico,construcao_civil,incorporacoes,763783510.1276491,0.9616152564975522,2024-02-05,2024-02-05,CARTEIRA_TEORICA_B3_ICO2
FLRY3,FLEURY,ON      NM,861936236,0.795,saude,servicos_medico__hospitalares_analises_e_diagnosticos,servicos_medico__hospitalares_analises_e_diagnosticos,763783510.1276491,1.1285085689476944,2024-02-05,2024-02-05,CARTEIRA_TEORICA_B3_ICO2
GGBR4,GERDAU,PN      N1,1118525506,1.361,materiais_basicos,siderurgia_e_metalurgia,siderurgia,763783510.1276491,1.4644535934181977,2024-02-05,2024-02-05,CARTEIRA_TEORICA_B3_ICO2
NTCO3,GRUPO NATURA,ON      NM,1449402671,1.326,consumo_nao_ciclico,produtos_de_uso_pessoal_e_de_limpeza,produtos_de_uso_pessoal,763783510.1276491,1.897661643359864,2024-02-05,2024-02-05,CARTEIRA_TEORICA_B3_ICO2
SOMA3,GRUPO SOMA,ON      NM,243149503,0.106,consumo_ciclico,comercio,tecidos_vestuario_e_calcados,763783510.1276491,0.31834872025367905,2024-02-05,2024-02-05,CARTEIRA_TEORICA_B3_ICO2
HYPE3,HYPERA,ON  EJ  NM,284975242,0.505,saude,comercio_e_distribuicao,medicamentos_e_outros_produtos,763783510.1276491,0.3731099692796102,2024-02-05,2024-02-05,CARTEIRA_TEORICA_B3_ICO2
IGTI11,IGUATEMI S.A,UNT     N1,610088125,0.82,financeiro,exploracao_de_imoveis,exploracao_de_imoveis,763783510.1276491,0.7987710089447173,2024-02-05,2024-02-05,CARTEIRA_TEORICA_B3_ICO2
ITSA4,ITAUSA,PN      N1,5113438435,2.892,financeiro,intermediarios_financeiros,bancos,763783510.1276491,6.69487933059121,2024-02-05,2024-02-05,CARTEIRA_TEORICA_B3_ICO2
ITUB4,ITAUUNIBANCO,PN  EJ  N1,5152994626,9.562,financeiro,intermediarios_financeiros,bancos,763783510.1276491,6.746669125049314,2024-02-05,2024-02-05,CARTEIRA_TEORICA_B3_ICO2
JBSS3,JBS,ON      NM,935281451,1.219,consumo_nao_ciclico,alimentos_processados,carnes_e_derivados,763783510.1276491,1.224537370338997,2024-02-05,2024-02-05,CARTEIRA_TEORICA_B3_ICO2
KLBN11,KLABIN S/A,UNT     N2,705250100,0.84,materiais_basicos,madeira_e_papel,papel_e_celulose,763783510.1276491,0.9233638729410818,2024-02-05,2024-02-05,CARTEIRA_TEORICA_B3_ICO2
RENT3,LOCALIZA,ON      NM,866258477,2.63,consumo_ciclico,diversos,aluguel_de_carros,763783510.1276491,1.1341675560071003,2024-02-05,2024-02-05,CARTEIRA_TEORICA_B3_ICO2
LREN3,LOJAS RENNER,ON      NM,1597611888,1.425,consumo_ciclico,comercio,tecidos_vestuario_e_calcados,763783510.1276491,2.0917077507119726,2024-02-05,2024-02-05,CARTEIRA_TEORICA_B3_ICO2
LWSA3,LWSA,ON      NM,368457234,0.112,tecnologia_da_informacao,programas_e_servicos,programas_e_servicos,763783510.1276491,0.48241056413802486,2024-02-05,2024-02-05,CARTEIRA_TEORICA_B3_ICO2
MDIA3,M.DIASBRANCO,ON      NM,181339257,0.397,consumo_nao_ciclico,alimentos_processados,alimentos_diversos,763783510.1276491,0.2374223252996039,2024-02-05,2024-02-05,CARTEIRA_TEORICA_B3_ICO2
MGLU3,MAGAZ LUIZA,ON  ES  NM,8702871697,0.972,consumo_ciclico,comercio,eletrodomesticos,763783510.1276491,11.39442208636517,2024-02-05,2024-02-05,CARTEIRA_TEORICA_B3_ICO2
MRFG3,MARFRIG,ON      NM,1344024661,0.693,consumo_nao_ciclico,alimentos_processados,carnes_e_derivados,763783510.1276491,1.7596932156539709,2024-02-05,2024-02-05,CARTEIRA_TEORICA_B3_ICO2
BEEF3,MINERVA,ON      NM,1132907141,0.434,consumo_nao_ciclico,alimentos_processados,carnes_e_derivados,763783510.1276491,1.4832830585864054,2024-02-05,2024-02-05,CARTEIRA_TEORICA_B3_ICO2
MOVI3,MOVIDA,ON      NM,607561752,0.315,consumo_ciclico,diversos,aluguel_de_carros,763783510.1276491,0.7954633007178432,2024-02-05,2024-02-05,CARTEIRA_TEORICA_B3_ICO2
MRVE3,MRV,ON      NM,311749150,0.134,consumo_ciclico,construcao_civil,incorporacoes,763783510.1276491,0.40816428459930776,2024-02-05,2024-02-05,CARTEIRA_TEORICA_B3_ICO2
MULT3,MULTIPLAN,ON      N2,617768673,0.954,financeiro,exploracao_de_imoveis,exploracao_de_imoveis,763783510.1276491,0.8088269317267062,2024-02-05,2024-02-05,CARTEIRA_TEORICA_B3_ICO2
PCAR3,P.ACUCAR-CBD,ON      NM,110147247,0.026,consumo_nao_ciclico,comercio_e_distribuicao,alimentos,763783510.1276491,0.14421265389925922,2024-02-05,2024-02-05,CARTEIRA_TEORICA_B3_ICO2
PETR3,PETROBRAS,ON      N2,1245347506,2.988,petroleo_gas_e_biocombustiveis,petroleo_gas_e_biocombustiveis,exploracao_refino_e_distribuicao,763783510.1276491,1.630498026583303,2024-02-05,2024-02-05,CARTEIRA_TEORICA_B3_ICO2
PETR4,PETROBRAS,PN      N2,1536245213,3.573,petroleo_gas_e_biocombustiveis,petroleo_gas_e_biocombustiveis,exploracao_refino_e_distribuicao,763783510.1276491,2.011362110636889,2024-02-05,2024-02-05,CARTEIRA_TEORICA_B3_ICO2
PETZ3,PETZ,ON      NM,303380225,0.054,consumo_ciclico,comercio,produtos_diversos,763783510.1276491,0.39720708941372257,2024-02-05,2024-02-05,CARTEIRA_TEORICA_B3_ICO2
PSSA3,PORTO SEGURO,ON      NM,572350263,0.872,financeiro,previdencia_e_seguros,seguradoras,763783510.1276491,0.7493619008668368,2024-02-05,2024-02-05,CARTEIRA_TEORICA_B3_ICO2
RADL3,RAIADROGASIL,ON      NM,1658673174,2.337,saude,comercio_e_distribuicao,medicamentos_e_outros_produtos,763783510.1276491,2.1716535536657378,2024-02-05,2024-02-05,CARTEIRA_TEORICA_B3_ICO2
RAIZ4,RAIZEN,PN      N2,3254648843,0.697,consumo_nao_ciclico,agropecuaria,agricultura,763783510.1276491,4.261219049434649,2024-02-05,2024-02-05,CARTEIRA_TEORICA_B3_ICO2
RDOR3,REDE D OR,ON      NM,883109605,1.335,saude,servicos_medico__hospitalares_analises_e_diagnosticos,servicos_medico__hospitalares_analises_e_diagnosticos,763783510.1276491,1.15623025803792,2024-02-05,2024-02-05,CARTEIRA_TEORICA_B3_ICO2
RAIL3,RUMO S.A.,ON      NM,1165051284,1.508,bens_industriais,transporte,transporte_ferroviario,763783510.1276491,1.525368469666605,2024-02-05,2024-02-05,CARTEIRA_TEORICA_B3_ICO2
SANB11,SANTANDER BR,UNT,713548067,1.165,financeiro,intermediarios_financeiros,bancos,763783510.1276491,0.9342281648378958,2024-02-05,2024-02-05,CARTEIRA_TEORICA_B3_ICO2
STBP3,SANTOS BRP,ON      NM,857290274,0.509,bens_industriais,transporte,servicos_de_apoio_e_armazenagem,763783510.1276491,1.1224257432013993,2024-02-05,2024-02-05,CARTEIRA_TEORICA_B3_ICO2
SMTO3,SAO MARTINHO,ON      NM,56291021,0.087,consumo_nao_ciclico,alimentos_processados,acucar_e_alcool,763783510.1276491,0.07370023082927286,2024-02-05,2024-02-05,CARTEIRA_TEORICA_B3_ICO2
CSNA3,SID NACIONAL,ON,377558035,0.366,OTHERS,OTHERS,OTHERS,763783510.1276491,0.4943259837292111,2024-02-05,2024-02-05,CARTEIRA_TEORICA_B3_ICO2
SLCE3,SLC AGRICOLA,ON      NM,122274165,0.133,consumo_nao_ciclico,agropecuaria,agricultura,763783510.1276491,0.160090082305606,2024-02-05,2024-02-05,CARTEIRA_TEORICA_B3_ICO2
SUZB3,SUZANO S.A.,ON      NM,591988037,1.723,materiais_basicos,madeira_e_papel,papel_e_celulose,763783510.1276491,0.7750730791517909,2024-02-05,2024-02-05,CARTEIRA_TEORICA_B3_ICO2
TAEE11,TAESA,UNT     N2,363934966,0.754,utilidade_publica,energia_eletrica,energia_eletrica,763783510.1276491,0.4764896874235692,2024-02-05,2024-02-05,CARTEIRA_TEORICA_B3_ICO2
VIVT3,TELEF BRASIL,ON,346348568,1.029,comunicacoes,telecomunicacoes,telecomunicacoes,763783510.1276491,0.45346431731959713,2024-02-05,2024-02-05,CARTEIRA_TEORICA_B3_ICO2
TIMS3,TIM,ON      NM,1459456999,1.464,comunicacoes,telecomunicacoes,telecomunicacoes,763783510.1276491,1.9108254886991274,2024-02-05,2024-02-05,CARTEIRA_TEORICA_B3_ICO2
TOTS3,TOTVS,ON      NM,864119934,1.552,tecnologia_da_informacao,programas_e_servicos,programas_e_servicos,763783510.1276491,1.1313676225552212,2024-02-05,2024-02-05,CARTEIRA_TEORICA_B3_ICO2
TRPL4,TRAN PAULIST,PN      N1,395801044,0.58,utilidade_publica,energia_eletrica,energia_eletrica,763783510.1276491,0.518211035917561,2024-02-05,2024-02-05,CARTEIRA_TEORICA_B3_ICO2
UGPA3,ULTRAPAR,ON      NM,1493632424,2.34,petroleo_gas_e_biocombustiveis,petroleo_gas_e_biocombustiveis,exploracao_refino_e_distribuicao,763783510.1276491,1.955570399458314,2024-02-05,2024-02-05,CARTEIRA_TEORICA_B3_ICO2
USIM5,USIMINAS,PNA     N1,515117391,0.265,materiais_basicos,siderurgia_e_metalurgia,siderurgia,763783510.1276491,0.6744285313437964,2024-02-05,2024-02-05,CARTEIRA_TEORICA_B3_ICO2
VAMO3,VAMOS,ON      NM,100026485,0.045,consumo_ciclico,diversos,aluguel_de_carros,763783510.1276491,0.13096182841559756,2024-02-05,2024-02-05,CARTEIRA_TEORICA_B3_ICO2
VBBR3,VIBRA,ON      NM,1621063623,2.144,petroleo_gas_e_biocombustiveis,petroleo_gas_e_biocombustiveis,exploracao_refino_e_distribuicao,763783510.1276491,2.122412439526321,2024-02-05,2024-02-05,CARTEIRA_TEORICA_B3_ICO2
WEGE3,WEG,ON      NM,1700664957,3.141,bens_industriais,maquinas_e_equipamentos,motores_compressores_e_outros,763783510.1276491,2.226632199372532,2024-02-05,2024-02-05,CARTEIRA_TEORICA_B3_ICO2
YDUQ3,YDUQS PART,ON      NM,810523969,0.849,consumo_ciclico,diversos,servicos_educacionais,763783510.1276491,1.0611959518012366,2024-02-05,2024-02-05,CARTEIRA_TEORICA_B3_ICO2
